player,round,hole,strokes,par,yds,score
"van Rookhuizen, Thijs",2,4,4,4,174,0
"van Rookhuizen, Thijs",2,5,3,3,99,0
"van Rookhuizen, Thijs",2,6,4,4,137,0
"van Rookhuizen, Thijs",2,7,3,3,89,0
"van Rookhuizen, Thijs",2,8,4,3,76,1
"van Rookhuizen, Thijs",2,9,3,5,167,-2
"van Rookhuizen, Thijs",2,10,7,4,198,3
"van Rookhuizen, Thijs",2,11,3,4,178,-1
"van Rookhuizen, Thijs",2,12,6,5,216,1
"van Rookhuizen, Thijs",2,13,4,4,273,0
"van Rookhuizen, Thijs",2,14,3,4,193,-1
"van Rookhuizen, Thijs",2,15,2,4,181,-2
"van Rookhuizen, Thijs",2,16,4,4,165,0
"van Rookhuizen, Thijs",2,17,2,4,175,-2
"van Rookhuizen, Thijs",2,18,5,3,64,2
"van Bracht, Sam",2,1,5,5,153,0
"van Bracht, Sam",2,2,4,4,164,0
"van Bracht, Sam",2,3,4,4,202,0
"van Bracht, Sam",2,4,4,4,174,0
"van Bracht, Sam",2,5,3,3,99,0
"van Bracht, Sam",2,6,3,4,137,-1
"van Bracht, Sam",2,7,3,3,89,0
"van Bracht, Sam",2,8,3,3,76,0
"van Bracht, Sam",2,9,5,5,167,0
"van Bracht, Sam",2,10,4,4,198,0
"van Bracht, Sam",2,11,3,4,178,-1
"van Bracht, Sam",2,12,5,5,216,0
"van Bracht, Sam",2,13,4,4,273,0
"van Bracht, Sam",2,14,4,4,193,0
"van Bracht, Sam",2,15,3,4,181,-1
"van Bracht, Sam",2,16,4,4,165,0
"van Bracht, Sam",2,17,4,4,175,0
"van Bracht, Sam",2,18,5,3,64,2
"Scotchford, Mark",2,1,4,5,153,-1
"Scotchford, Mark",2,2,4,4,164,0
"Scotchford, Mark",2,3,6,4,202,2
"Scotchford, Mark",2,4,5,4,174,1
"Scotchford, Mark",2,5,3,3,99,0
"Scotchford, Mark",2,6,4,4,137,0
"Scotchford, Mark",2,7,3,3,89,0
"Scotchford, Mark",2,8,4,3,76,1
"Scotchford, Mark",2,9,3,5,167,-2
"Scotchford, Mark",2,10,6,4,198,2
"Scotchford, Mark",2,11,2,4,178,-2
"Scotchford, Mark",2,12,7,5,216,2
"Scotchford, Mark",2,13,4,4,273,0
"Scotchford, Mark",2,14,4,4,193,0
"Scotchford, Mark",2,15,2,4,181,-2
"Scotchford, Mark",2,16,4,4,165,0
"Scotchford, Mark",2,17,3,4,175,-1
"Scotchford, Mark",2,18,5,3,64,2
"Sandoval, Guillermo",2,1,5,5,153,0
"Sandoval, Guillermo",2,2,4,4,164,0
"Sandoval, Guillermo",2,3,6,4,202,2
"Sandoval, Guillermo",2,4,4,4,174,0
"Sandoval, Guillermo",2,5,3,3,99,0
"Sandoval, Guillermo",2,6,3,4,137,-1
"Sandoval, Guillermo",2,7,4,3,89,1
"Sandoval, Guillermo",2,8,3,3,76,0
"Sandoval, Guillermo",2,9,5,5,167,0
"Sandoval, Guillermo",2,10,4,4,198,0
"Sandoval, Guillermo",2,11,4,4,178,0
"Sandoval, Guillermo",2,12,5,5,216,0
"Sandoval, Guillermo",2,13,4,4,273,0
"Sandoval, Guillermo",2,14,4,4,193,0
"Sandoval, Guillermo",2,15,3,4,181,-1
"Sandoval, Guillermo",2,16,3,4,165,-1
"Sandoval, Guillermo",2,17,6,4,175,2
"Sandoval, Guillermo",2,18,3,3,64,0
"Alexandre, DODET",2,1,6,5,153,1
"Alexandre, DODET",2,2,5,4,164,1
"Alexandre, DODET",2,3,4,4,202,0
"Alexandre, DODET",2,4,4,4,174,0
"Alexandre, DODET",2,5,3,3,99,0
"Alexandre, DODET",2,6,4,4,137,0
"Alexandre, DODET",2,7,3,3,89,0
"Alexandre, DODET",2,8,4,3,76,1
"Alexandre, DODET",2,9,2,5,167,-3
"Alexandre, DODET",2,10,5,4,198,1
"Alexandre, DODET",2,11,2,4,178,-2
"Alexandre, DODET",2,12,7,5,216,2
"Alexandre, DODET",2,13,3,4,273,-1
"Alexandre, DODET",2,14,4,4,193,0
"Alexandre, DODET",2,15,3,4,181,-1
"Alexandre, DODET",2,16,4,4,165,0
"Alexandre, DODET",2,17,4,4,175,0
"Alexandre, DODET",2,18,6,3,64,3
"Tamburini, Juri",2,1,4,5,153,-1
"Tamburini, Juri",2,2,4,4,164,0
"Tamburini, Juri",2,3,4,4,202,0
"Tamburini, Juri",2,4,4,4,174,0
"Tamburini, Juri",2,5,4,3,99,1
"Tamburini, Juri",2,6,4,4,137,0
"Tamburini, Juri",2,7,3,3,89,0
"Tamburini, Juri",2,8,3,3,76,0
"Tamburini, Juri",2,9,5,5,167,0
"Tamburini, Juri",2,10,3,4,198,-1
"Tamburini, Juri",2,11,4,4,178,0
"Tamburini, Juri",2,12,5,5,216,0
"Tamburini, Juri",2,13,3,4,273,-1
"Tamburini, Juri",2,14,4,4,193,0
"Tamburini, Juri",2,15,3,4,181,-1
"Tamburini, Juri",2,16,5,4,165,1
"Tamburini, Juri",2,17,4,4,175,0
"Tamburini, Juri",2,18,4,3,64,1
"DUMOULIN, Guillaume",2,1,4,5,153,-1
"DUMOULIN, Guillaume",2,2,4,4,164,0
"DUMOULIN, Guillaume",2,3,6,4,202,2
"DUMOULIN, Guillaume",2,4,4,4,174,0
"DUMOULIN, Guillaume",2,5,3,3,99,0
"DUMOULIN, Guillaume",2,6,4,4,137,0
"DUMOULIN, Guillaume",2,7,3,3,89,0
"DUMOULIN, Guillaume",2,8,4,3,76,1
"DUMOULIN, Guillaume",2,9,2,5,167,-3
"DUMOULIN, Guillaume",2,10,4,4,198,0
"DUMOULIN, Guillaume",2,11,2,4,178,-2
"DUMOULIN, Guillaume",2,12,5,5,216,0
"DUMOULIN, Guillaume",2,13,3,4,273,-1
"DUMOULIN, Guillaume",2,14,4,4,193,0
"DUMOULIN, Guillaume",2,15,4,4,181,0
"DUMOULIN, Guillaume",2,16,5,4,165,1
"DUMOULIN, Guillaume",2,17,2,4,175,-2
"DUMOULIN, Guillaume",2,18,4,3,64,1
"Mendive, Alejo",2,1,4,5,153,-1
"Mendive, Alejo",2,2,3,4,164,-1
"Mendive, Alejo",2,3,5,4,202,1
"Mendive, Alejo",2,4,5,4,174,1
"Mendive, Alejo",2,5,3,3,99,0
"Mendive, Alejo",2,6,4,4,137,0
"Mendive, Alejo",2,7,4,3,89,1
"Mendive, Alejo",2,8,4,3,76,1
"Mendive, Alejo",2,9,3,5,167,-2
"Mendive, Alejo",2,10,6,4,198,2
"Mendive, Alejo",2,11,2,4,178,-2
"Mendive, Alejo",2,12,6,5,216,1
"Mendive, Alejo",2,13,3,4,273,-1
"Mendive, Alejo",2,14,5,4,193,1
"Mendive, Alejo",2,15,3,4,181,-1
"Mendive, Alejo",2,16,5,4,165,1
"Mendive, Alejo",2,17,3,4,175,-1
"Mendive, Alejo",2,18,6,3,64,3
"Badre, HARMACH",2,1,4,5,153,-1
"Badre, HARMACH",2,2,3,4,164,-1
"Badre, HARMACH",2,3,4,4,202,0
"Badre, HARMACH",2,4,4,4,174,0
"Badre, HARMACH",2,5,3,3,99,0
"Badre, HARMACH",2,6,3,4,137,-1
"Badre, HARMACH",2,7,4,3,89,1
"Badre, HARMACH",2,8,3,3,76,0
"Badre, HARMACH",2,9,5,5,167,0
"Badre, HARMACH",2,10,4,4,198,0
"Badre, HARMACH",2,11,4,4,178,0
"Badre, HARMACH",2,12,5,5,216,0
"Badre, HARMACH",2,13,4,4,273,0
"Badre, HARMACH",2,14,4,4,193,0
"Badre, HARMACH",2,15,3,4,181,-1
"Badre, HARMACH",2,16,5,4,165,1
"Badre, HARMACH",2,17,4,4,175,0
"Badre, HARMACH",2,18,3,3,64,0
"Christophe, DELISSUS",2,1,5,5,153,0
"Christophe, DELISSUS",2,2,5,4,164,1
"Christophe, DELISSUS",2,3,5,4,202,1
"Christophe, DELISSUS",2,4,4,4,174,0
"Christophe, DELISSUS",2,5,2,3,99,-1
"Christophe, DELISSUS",2,6,4,4,137,0
"Christophe, DELISSUS",2,7,3,3,89,0
"Christophe, DELISSUS",2,8,3,3,76,0
"Christophe, DELISSUS",2,9,5,5,167,0
"Christophe, DELISSUS",2,10,4,4,198,0
"Christophe, DELISSUS",2,11,4,4,178,0
"Christophe, DELISSUS",2,12,5,5,216,0
"Christophe, DELISSUS",2,13,3,4,273,-1
"Christophe, DELISSUS",2,14,4,4,193,0
"Christophe, DELISSUS",2,15,4,4,181,0
"Christophe, DELISSUS",2,16,5,4,165,1
"Christophe, DELISSUS",2,17,4,4,175,0
"Christophe, DELISSUS",2,18,3,3,64,0
"Vangel, Dusan",2,1,5,5,153,0
"Vangel, Dusan",2,2,4,4,164,0
"Vangel, Dusan",2,3,3,4,202,-1
"Vangel, Dusan",2,4,4,4,174,0
"Vangel, Dusan",2,5,3,3,99,0
"Vangel, Dusan",2,6,4,4,137,0
"Vangel, Dusan",2,7,3,3,89,0
"Vangel, Dusan",2,8,3,3,76,0
"Vangel, Dusan",2,9,4,5,167,-1
"Vangel, Dusan",2,10,5,4,198,1
"Vangel, Dusan",2,11,3,4,178,-1
"Vangel, Dusan",2,12,5,5,216,0
"Vangel, Dusan",2,13,4,4,273,0
"Vangel, Dusan",2,14,4,4,193,0
"Vangel, Dusan",2,15,4,4,181,0
"Vangel, Dusan",2,16,4,4,165,0
"Vangel, Dusan",2,17,6,4,175,2
"Vangel, Dusan",2,18,4,3,64,1
"THOMAS, Alexandre",2,1,4,5,153,-1
"THOMAS, Alexandre",2,2,4,4,164,0
"THOMAS, Alexandre",2,3,4,4,202,0
"THOMAS, Alexandre",2,4,4,4,174,0
"THOMAS, Alexandre",2,5,3,3,99,0
"THOMAS, Alexandre",2,6,3,4,137,-1
"THOMAS, Alexandre",2,7,4,3,89,1
"THOMAS, Alexandre",2,8,4,3,76,1
"THOMAS, Alexandre",2,9,3,5,167,-2
"THOMAS, Alexandre",2,10,5,4,198,1
"THOMAS, Alexandre",2,11,2,4,178,-2
"THOMAS, Alexandre",2,12,7,5,216,2
"THOMAS, Alexandre",2,13,3,4,273,-1
"THOMAS, Alexandre",2,14,5,4,193,1
"THOMAS, Alexandre",2,15,2,4,181,-2
"THOMAS, Alexandre",2,16,4,4,165,0
"THOMAS, Alexandre",2,17,3,4,175,-1
"THOMAS, Alexandre",2,18,5,3,64,2
"VIVES, Andy",2,1,5,5,153,0
"VIVES, Andy",2,2,4,4,164,0
"VIVES, Andy",2,3,4,4,202,0
"VIVES, Andy",2,4,4,4,174,0
"VIVES, Andy",2,5,3,3,99,0
"VIVES, Andy",2,6,4,4,137,0
"VIVES, Andy",2,7,3,3,89,0
"VIVES, Andy",2,8,3,3,76,0
"VIVES, Andy",2,9,4,5,167,-1
"VIVES, Andy",2,10,4,4,198,0
"VIVES, Andy",2,11,3,4,178,-1
"VIVES, Andy",2,12,5,5,216,0
"VIVES, Andy",2,13,5,4,273,1
"VIVES, Andy",2,14,5,4,193,1
"VIVES, Andy",2,15,5,4,181,1
"VIVES, Andy",2,16,3,4,165,-1
"VIVES, Andy",2,17,5,4,175,1
"VIVES, Andy",2,18,4,3,64,1
"GUYOMAR, Antoine",2,1,5,5,153,0
"GUYOMAR, Antoine",2,2,3,4,164,-1
"GUYOMAR, Antoine",2,3,4,4,202,0
"GUYOMAR, Antoine",2,4,4,4,174,0
"GUYOMAR, Antoine",2,5,4,3,99,1
"GUYOMAR, Antoine",2,6,4,4,137,0
"GUYOMAR, Antoine",2,7,3,3,89,0
"GUYOMAR, Antoine",2,8,3,3,76,0
"GUYOMAR, Antoine",2,9,3,5,167,-2
"GUYOMAR, Antoine",2,10,5,4,198,1
"GUYOMAR, Antoine",2,11,4,4,178,0
"GUYOMAR, Antoine",2,12,5,5,216,0
"GUYOMAR, Antoine",2,13,3,4,273,-1
"GUYOMAR, Antoine",2,14,4,4,193,0
"GUYOMAR, Antoine",2,15,5,4,181,1
"GUYOMAR, Antoine",2,16,4,4,165,0
"GUYOMAR, Antoine",2,17,4,4,175,0
"GUYOMAR, Antoine",2,18,7,3,64,4
"Stoffer, Germon",2,1,4,5,153,-1
"Stoffer, Germon",2,2,4,4,164,0
"Stoffer, Germon",2,3,5,4,202,1
"Stoffer, Germon",2,4,4,4,174,0
"Stoffer, Germon",2,5,4,3,99,1
"Stoffer, Germon",2,6,3,4,137,-1
"Stoffer, Germon",2,7,3,3,89,0
"Stoffer, Germon",2,8,4,3,76,1
"Stoffer, Germon",2,9,3,5,167,-2
"Stoffer, Germon",2,10,5,4,198,1
"Stoffer, Germon",2,11,4,4,178,0
"Stoffer, Germon",2,12,6,5,216,1
"Stoffer, Germon",2,13,3,4,273,-1
"Stoffer, Germon",2,14,4,4,193,0
"Stoffer, Germon",2,15,2,4,181,-2
"Stoffer, Germon",2,16,4,4,165,0
"Stoffer, Germon",2,17,3,4,175,-1
"Stoffer, Germon",2,18,5,3,64,2
"Alexandre, POLFLIET",2,1,5,5,153,0
"Alexandre, POLFLIET",2,2,4,4,164,0
"Alexandre, POLFLIET",2,3,5,4,202,1
"Alexandre, POLFLIET",2,4,4,4,174,0
"Alexandre, POLFLIET",2,5,2,3,99,-1
"Alexandre, POLFLIET",2,6,4,4,137,0
"Alexandre, POLFLIET",2,7,4,3,89,1
"Alexandre, POLFLIET",2,8,3,3,76,0
"Alexandre, POLFLIET",2,9,4,5,167,-1
"Alexandre, POLFLIET",2,10,3,4,198,-1
"Alexandre, POLFLIET",2,11,3,4,178,-1
"Alexandre, POLFLIET",2,12,5,5,216,0
"Alexandre, POLFLIET",2,13,4,4,273,0
"Alexandre, POLFLIET",2,14,7,4,193,3
"Alexandre, POLFLIET",2,15,3,4,181,-1
"Alexandre, POLFLIET",2,16,3,4,165,-1
"Alexandre, POLFLIET",2,17,4,4,175,0
"Alexandre, POLFLIET",2,18,3,3,64,0
"David, Aerts",2,1,4,5,153,-1
"David, Aerts",2,2,4,4,164,0
"David, Aerts",2,3,5,4,202,1
"David, Aerts",2,4,4,4,174,0
"David, Aerts",2,5,3,3,99,0
"David, Aerts",2,6,4,4,137,0
"David, Aerts",2,7,3,3,89,0
"David, Aerts",2,8,4,3,76,1
"David, Aerts",2,9,3,5,167,-2
"David, Aerts",2,10,5,4,198,1
"David, Aerts",2,11,1,4,178,-3
"David, Aerts",2,12,6,5,216,1
"David, Aerts",2,13,4,4,273,0
"David, Aerts",2,14,4,4,193,0
"David, Aerts",2,15,4,4,181,0
"David, Aerts",2,16,4,4,165,0
"David, Aerts",2,17,2,4,175,-2
"David, Aerts",2,18,5,3,64,2
"Thomas, RENON",2,1,4,5,153,-1
"Thomas, RENON",2,2,4,4,164,0
"Thomas, RENON",2,3,4,4,202,0
"Thomas, RENON",2,4,4,4,174,0
"Thomas, RENON",2,5,3,3,99,0
"Thomas, RENON",2,6,4,4,137,0
"Thomas, RENON",2,7,3,3,89,0
"Thomas, RENON",2,8,4,3,76,1
"Thomas, RENON",2,9,3,5,167,-2
"Thomas, RENON",2,10,7,4,198,3
"Thomas, RENON",2,11,2,4,178,-2
"Thomas, RENON",2,12,8,5,216,3
"Thomas, RENON",2,13,3,4,273,-1
"Thomas, RENON",2,14,5,4,193,1
"Thomas, RENON",2,15,2,4,181,-2
"Thomas, RENON",2,16,3,4,165,-1
"Thomas, RENON",2,17,2,4,175,-2
"Thomas, RENON",2,18,5,3,64,2
"Pelliccioni, Sebastian",2,1,5,5,153,0
"Pelliccioni, Sebastian",2,2,3,4,164,-1
"Pelliccioni, Sebastian",2,3,4,4,202,0
"Pelliccioni, Sebastian",2,4,4,4,174,0
"Pelliccioni, Sebastian",2,5,3,3,99,0
"Pelliccioni, Sebastian",2,6,3,4,137,-1
"Pelliccioni, Sebastian",2,7,4,3,89,1
"Pelliccioni, Sebastian",2,8,3,3,76,0
"Pelliccioni, Sebastian",2,9,5,5,167,0
"Pelliccioni, Sebastian",2,10,6,4,198,2
"Pelliccioni, Sebastian",2,11,3,4,178,-1
"Pelliccioni, Sebastian",2,12,5,5,216,0
"Pelliccioni, Sebastian",2,13,3,4,273,-1
"Pelliccioni, Sebastian",2,14,4,4,193,0
"Pelliccioni, Sebastian",2,15,5,4,181,1
"Pelliccioni, Sebastian",2,16,4,4,165,0
"Pelliccioni, Sebastian",2,17,4,4,175,0
"Pelliccioni, Sebastian",2,18,5,3,64,2
"Remy, HETRU",2,1,4,5,153,-1
"Remy, HETRU",2,2,4,4,164,0
"Remy, HETRU",2,3,6,4,202,2
"Remy, HETRU",2,4,4,4,174,0
"Remy, HETRU",2,5,3,3,99,0
"Remy, HETRU",2,6,4,4,137,0
"Remy, HETRU",2,7,4,3,89,1
"Remy, HETRU",2,8,4,3,76,1
"Remy, HETRU",2,9,2,5,167,-3
"Remy, HETRU",2,10,4,4,198,0
"Remy, HETRU",2,11,2,4,178,-2
"Remy, HETRU",2,12,6,5,216,1
"Remy, HETRU",2,13,3,4,273,-1
"Remy, HETRU",2,14,5,4,193,1
"Remy, HETRU",2,15,2,4,181,-2
"Remy, HETRU",2,16,4,4,165,0
"Remy, HETRU",2,17,3,4,175,-1
"Remy, HETRU",2,18,5,3,64,2
"FORGEARD, Cédric",2,1,5,5,153,0
"FORGEARD, Cédric",2,2,4,4,164,0
"FORGEARD, Cédric",2,3,4,4,202,0
"FORGEARD, Cédric",2,4,4,4,174,0
"FORGEARD, Cédric",2,5,3,3,99,0
"FORGEARD, Cédric",2,6,7,4,137,3
"FORGEARD, Cédric",2,7,2,3,89,-1
"FORGEARD, Cédric",2,8,3,3,76,0
"FORGEARD, Cédric",2,9,5,5,167,0
"FORGEARD, Cédric",2,10,4,4,198,0
"FORGEARD, Cédric",2,11,4,4,178,0
"FORGEARD, Cédric",2,12,5,5,216,0
"FORGEARD, Cédric",2,13,4,4,273,0
"FORGEARD, Cédric",2,14,8,4,193,4
"FORGEARD, Cédric",2,15,3,4,181,-1
"FORGEARD, Cédric",2,16,4,4,165,0
"FORGEARD, Cédric",2,17,4,4,175,0
"FORGEARD, Cédric",2,18,3,3,64,0
"Brian, THOMASSIAN",2,1,4,5,153,-1
"Brian, THOMASSIAN",2,2,3,4,164,-1
"Brian, THOMASSIAN",2,3,5,4,202,1
"Brian, THOMASSIAN",2,4,4,4,174,0
"Brian, THOMASSIAN",2,5,3,3,99,0
"Brian, THOMASSIAN",2,6,4,4,137,0
"Brian, THOMASSIAN",2,7,3,3,89,0
"Brian, THOMASSIAN",2,8,3,3,76,0
"Brian, THOMASSIAN",2,9,5,5,167,0
"Brian, THOMASSIAN",2,10,4,4,198,0
"Brian, THOMASSIAN",2,11,4,4,178,0
"Brian, THOMASSIAN",2,12,5,5,216,0
"Brian, THOMASSIAN",2,13,4,4,273,0
"Brian, THOMASSIAN",2,14,4,4,193,0
"Brian, THOMASSIAN",2,15,3,4,181,-1
"Brian, THOMASSIAN",2,16,3,4,165,-1
"Brian, THOMASSIAN",2,17,4,4,175,0
"Brian, THOMASSIAN",2,18,5,3,64,2
"Julien, GRUNWALD",2,1,4,5,153,-1
"Julien, GRUNWALD",2,2,4,4,164,0
"Julien, GRUNWALD",2,3,5,4,202,1
"Julien, GRUNWALD",2,4,5,4,174,1
"Julien, GRUNWALD",2,5,3,3,99,0
"Julien, GRUNWALD",2,6,3,4,137,-1
"Julien, GRUNWALD",2,7,3,3,89,0
"Julien, GRUNWALD",2,8,4,3,76,1
"Julien, GRUNWALD",2,9,2,5,167,-3
"Julien, GRUNWALD",2,10,5,4,198,1
"Julien, GRUNWALD",2,11,2,4,178,-2
"Julien, GRUNWALD",2,12,7,5,216,2
"Julien, GRUNWALD",2,13,4,4,273,0
"Julien, GRUNWALD",2,14,4,4,193,0
"Julien, GRUNWALD",2,15,1,4,181,-3
"Julien, GRUNWALD",2,16,4,4,165,0
"Julien, GRUNWALD",2,17,4,4,175,0
"Julien, GRUNWALD",2,18,7,3,64,4
"Olivier, GIACOMELLO",2,1,5,5,153,0
"Olivier, GIACOMELLO",2,2,3,4,164,-1
"Olivier, GIACOMELLO",2,3,4,4,202,0
"Olivier, GIACOMELLO",2,4,4,4,174,0
"Olivier, GIACOMELLO",2,5,3,3,99,0
"Olivier, GIACOMELLO",2,6,4,4,137,0
"Olivier, GIACOMELLO",2,7,6,3,89,3
"Olivier, GIACOMELLO",2,8,3,3,76,0
"Olivier, GIACOMELLO",2,9,4,5,167,-1
"Olivier, GIACOMELLO",2,10,3,4,198,-1
"Olivier, GIACOMELLO",2,11,3,4,178,-1
"Olivier, GIACOMELLO",2,12,5,5,216,0
"Olivier, GIACOMELLO",2,13,4,4,273,0
"Olivier, GIACOMELLO",2,14,4,4,193,0
"Olivier, GIACOMELLO",2,15,4,4,181,0
"Olivier, GIACOMELLO",2,16,5,4,165,1
"Olivier, GIACOMELLO",2,17,3,4,175,-1
"Olivier, GIACOMELLO",2,18,4,3,64,1
"Yann, BERTIN",2,1,6,5,153,1
"Yann, BERTIN",2,2,4,4,164,0
"Yann, BERTIN",2,3,4,4,202,0
"Yann, BERTIN",2,4,4,4,174,0
"Yann, BERTIN",2,5,3,3,99,0
"Yann, BERTIN",2,6,4,4,137,0
"Yann, BERTIN",2,7,4,3,89,1
"Yann, BERTIN",2,8,3,3,76,0
"Yann, BERTIN",2,9,5,5,167,0
"Yann, BERTIN",2,10,4,4,198,0
"Yann, BERTIN",2,11,3,4,178,-1
"Yann, BERTIN",2,12,5,5,216,0
"Yann, BERTIN",2,13,4,4,273,0
"Yann, BERTIN",2,14,4,4,193,0
"Yann, BERTIN",2,15,4,4,181,0
"Yann, BERTIN",2,16,5,4,165,1
"Yann, BERTIN",2,17,4,4,175,0
"Yann, BERTIN",2,18,5,3,64,2
"Copello, Mariano",2,1,6,5,153,1
"Copello, Mariano",2,2,3,4,164,-1
"Copello, Mariano",2,3,4,4,202,0
"Copello, Mariano",2,4,4,4,174,0
"Copello, Mariano",2,5,3,3,99,0
"Copello, Mariano",2,6,4,4,137,0
"Copello, Mariano",2,7,4,3,89,1
"Copello, Mariano",2,8,3,3,76,0
"Copello, Mariano",2,9,3,5,167,-2
"Copello, Mariano",2,10,5,4,198,1
"Copello, Mariano",2,11,4,4,178,0
"Copello, Mariano",2,12,5,5,216,0
"Copello, Mariano",2,13,5,4,273,1
"Copello, Mariano",2,14,4,4,193,0
"Copello, Mariano",2,15,3,4,181,-1
"Copello, Mariano",2,16,4,4,165,0
"Copello, Mariano",2,17,4,4,175,0
"Copello, Mariano",2,18,3,3,64,0
"Coronel, Franco Nazareno",2,1,4,5,153,-1
"Coronel, Franco Nazareno",2,2,4,4,164,0
"Coronel, Franco Nazareno",2,3,5,4,202,1
"Coronel, Franco Nazareno",2,4,5,4,174,1
"Coronel, Franco Nazareno",2,5,4,3,99,1
"Coronel, Franco Nazareno",2,6,6,4,137,2
"Coronel, Franco Nazareno",2,7,3,3,89,0
"Coronel, Franco Nazareno",2,8,4,3,76,1
"Coronel, Franco Nazareno",2,9,2,5,167,-3
"Coronel, Franco Nazareno",2,10,5,4,198,1
"Coronel, Franco Nazareno",2,11,3,4,178,-1
"Coronel, Franco Nazareno",2,12,5,5,216,0
"Coronel, Franco Nazareno",2,13,3,4,273,-1
"Coronel, Franco Nazareno",2,14,4,4,193,0
"Coronel, Franco Nazareno",2,15,3,4,181,-1
"Coronel, Franco Nazareno",2,16,4,4,165,0
"Coronel, Franco Nazareno",2,17,3,4,175,-1
"Coronel, Franco Nazareno",2,18,4,3,64,1
"Gubani, Juraj",2,1,5,5,153,0
"Gubani, Juraj",2,2,4,4,164,0
"Gubani, Juraj",2,3,4,4,202,0
"Gubani, Juraj",2,4,4,4,174,0
"Gubani, Juraj",2,5,4,3,99,1
"Gubani, Juraj",2,6,4,4,137,0
"Gubani, Juraj",2,7,2,3,89,-1
"Gubani, Juraj",2,8,3,3,76,0
"Gubani, Juraj",2,9,4,5,167,-1
"Gubani, Juraj",2,10,4,4,198,0
"Gubani, Juraj",2,11,3,4,178,-1
"Gubani, Juraj",2,12,5,5,216,0
"Gubani, Juraj",2,13,3,4,273,-1
"Gubani, Juraj",2,14,4,4,193,0
"Gubani, Juraj",2,15,4,4,181,0
"Gubani, Juraj",2,16,4,4,165,0
"Gubani, Juraj",2,17,4,4,175,0
"Gubani, Juraj",2,18,5,3,64,2
"GOURTAY, Julien",2,1,4,5,153,-1
"GOURTAY, Julien",2,2,4,4,164,0
"GOURTAY, Julien",2,3,6,4,202,2
"GOURTAY, Julien",2,4,4,4,174,0
"GOURTAY, Julien",2,5,4,3,99,1
"GOURTAY, Julien",2,6,5,4,137,1
"GOURTAY, Julien",2,7,3,3,89,0
"GOURTAY, Julien",2,8,4,3,76,1
"GOURTAY, Julien",2,9,2,5,167,-3
"GOURTAY, Julien",2,10,6,4,198,2
"GOURTAY, Julien",2,11,2,4,178,-2
"GOURTAY, Julien",2,12,8,5,216,3
"GOURTAY, Julien",2,13,3,4,273,-1
"GOURTAY, Julien",2,14,4,4,193,0
"GOURTAY, Julien",2,15,4,4,181,0
"GOURTAY, Julien",2,16,5,4,165,1
"GOURTAY, Julien",2,17,3,4,175,-1
"GOURTAY, Julien",2,18,7,3,64,4
"Smit, Daniel",2,1,5,5,153,0
"Smit, Daniel",2,2,3,4,164,-1
"Smit, Daniel",2,3,5,4,202,1
"Smit, Daniel",2,4,4,4,174,0
"Smit, Daniel",2,5,3,3,99,0
"Smit, Daniel",2,6,5,4,137,1
"Smit, Daniel",2,7,3,3,89,0
"Smit, Daniel",2,8,3,3,76,0
"Smit, Daniel",2,9,4,5,167,-1
"Smit, Daniel",2,10,4,4,198,0
"Smit, Daniel",2,11,3,4,178,-1
"Smit, Daniel",2,12,5,5,216,0
"Smit, Daniel",2,13,4,4,273,0
"Smit, Daniel",2,14,5,4,193,1
"Smit, Daniel",2,15,3,4,181,-1
"Smit, Daniel",2,16,3,4,165,-1
"Smit, Daniel",2,17,4,4,175,0
"Smit, Daniel",2,18,3,3,64,0
"Sylvain, PORTEJOIE",2,1,5,5,153,0
"Sylvain, PORTEJOIE",2,2,3,4,164,-1
"Sylvain, PORTEJOIE",2,3,5,4,202,1
"Sylvain, PORTEJOIE",2,4,4,4,174,0
"Sylvain, PORTEJOIE",2,5,3,3,99,0
"Sylvain, PORTEJOIE",2,6,4,4,137,0
"Sylvain, PORTEJOIE",2,7,4,3,89,1
"Sylvain, PORTEJOIE",2,8,3,3,76,0
"Sylvain, PORTEJOIE",2,9,4,5,167,-1
"Sylvain, PORTEJOIE",2,10,3,4,198,-1
"Sylvain, PORTEJOIE",2,11,3,4,178,-1
"Sylvain, PORTEJOIE",2,12,5,5,216,0
"Sylvain, PORTEJOIE",2,13,4,4,273,0
"Sylvain, PORTEJOIE",2,14,4,4,193,0
"Sylvain, PORTEJOIE",2,15,3,4,181,-1
"Sylvain, PORTEJOIE",2,16,5,4,165,1
"Sylvain, PORTEJOIE",2,17,4,4,175,0
"Sylvain, PORTEJOIE",2,18,4,3,64,1
"DAS NEVES, Cyril",2,1,5,5,153,0
"DAS NEVES, Cyril",2,2,4,4,164,0
"DAS NEVES, Cyril",2,3,5,4,202,1
"DAS NEVES, Cyril",2,4,4,4,174,0
"DAS NEVES, Cyril",2,5,3,3,99,0
"DAS NEVES, Cyril",2,6,3,4,137,-1
"DAS NEVES, Cyril",2,7,3,3,89,0
"DAS NEVES, Cyril",2,8,3,3,76,0
"DAS NEVES, Cyril",2,9,5,5,167,0
"DAS NEVES, Cyril",2,10,4,4,198,0
"DAS NEVES, Cyril",2,11,3,4,178,-1
"DAS NEVES, Cyril",2,12,5,5,216,0
"DAS NEVES, Cyril",2,13,4,4,273,0
"DAS NEVES, Cyril",2,14,4,4,193,0
"DAS NEVES, Cyril",2,15,6,4,181,2
"DAS NEVES, Cyril",2,16,5,4,165,1
